1	0.054989	0.055086	1.669999	1.770000	44.956427	60.401397
2	0.039209	0.046638	1.370000	1.339999	89.416682	119.411369
3	0.030135	0.037343	1.120000	1.050000	134.261158	179.311023
4	0.020269	0.033204	0.960000	0.770000	179.753405	239.400349
5	0.017687	0.031490	0.870000	0.750000	226.004616	300.561382
6	0.014260	0.027948	0.719999	0.639999	269.402504	359.019841
7	0.012716	0.029302	0.780000	0.639999	314.982683	417.372591
8	0.011374	0.027757	0.769999	0.639999	359.101887	474.430995
9	0.010191	0.027667	0.740000	0.639999	405.108056	532.521367
10	0.010031	0.024751	0.619999	0.670000	449.034725	590.601375
11	0.008100	0.023455	0.700000	0.670000	496.401600	650.537643
12	0.007176	0.026805	0.620000	0.670000	540.166026	707.126766
13	0.006709	0.025306	0.690000	0.670000	585.350759	764.180721
14	0.005760	0.024432	0.610000	0.579999	630.405899	823.972132
15	0.006772	0.024158	0.690000	0.579999	675.367704	880.421201
16	0.005083	0.025718	0.660000	0.579999	719.174449	936.681016
17	0.004690	0.023442	0.590000	0.710000	763.971948	994.940009
18	0.004457	0.023745	0.490000	0.570000	808.572676	1055.140466
19	0.004233	0.025323	0.649999	0.570000	852.295151	1111.275717
20	0.006595	0.025781	0.640000	0.570000	896.040671	1167.763989
21	0.003653	0.022527	0.550000	0.570000	940.552283	1224.566404
22	0.002991	0.022807	0.579999	0.570000	986.618477	1283.371972
23	0.003008	0.024263	0.539999	0.570000	1034.611995	1343.309072
24	0.002546	0.026062	0.639999	0.570000	1080.746091	1402.428134
25	0.002654	0.025110	0.690000	0.570000	1125.629615	1459.497850
26	0.002044	0.025782	0.620000	0.570000	1171.337938	1517.737470
27	0.002130	0.025201	0.589999	0.570000	1216.467776	1575.802284
28	0.001680	0.025211	0.569999	0.570000	1262.377752	1634.533267
29	0.001759	0.025568	0.619999	0.570000	1307.469329	1692.581606
30	0.001909	0.024976	0.579999	0.570000	1352.659811	1749.611301
31	0.001649	0.027388	0.560000	0.570000	1396.894915	1806.598575
32	0.001882	0.026638	0.559999	0.570000	1441.668031	1863.860720
33	0.001688	0.028155	0.580000	0.570000	1485.878285	1920.393527
34	0.002170	0.029459	0.590000	0.570000	1529.548784	1977.016210
35	0.001354	0.024563	0.540000	0.570000	1572.322957	2032.273863
36	0.001277	0.025054	0.549999	0.570000	1616.734604	2089.157631
37	0.001041	0.024872	0.530000	0.570000	1661.178863	2145.880859
38	0.001452	0.029789	0.680000	0.570000	1706.331475	2203.611083
39	0.001238	0.026127	0.520000	0.570000	1750.697611	2260.791247
40	0.000925	0.024996	0.500000	0.570000	1795.907042	2319.397081
41	0.000760	0.024208	0.440000	0.630000	1839.899112	2378.646182
42	0.000794	0.025706	0.510000	0.630000	1885.084617	2436.604886
43	0.000903	0.029862	0.580000	0.630000	1928.649574	2492.999323
44	0.000605	0.029120	0.520000	0.630000	1974.785520	2552.989414
45	0.001163	0.026252	0.619999	0.630000	2017.580267	2608.189413
46	0.000763	0.028905	0.479999	0.630000	2062.919934	2666.625677
47	0.000613	0.028971	0.510000	0.630000	2107.536620	2724.182235
48	0.001135	0.029036	0.520000	0.630000	2153.336667	2783.358926
49	0.000697	0.028391	0.519999	0.630000	2197.898898	2840.290910
50	0.000773	0.033626	0.609999	0.630000	2243.407814	2898.720666
