1	0.056392	0.051991	1.570000	1.670000	45.155310	59.370620
2	0.046966	0.053411	1.720000	1.670000	89.209328	115.791707
3	0.032167	0.038592	1.220000	1.100000	133.902120	175.129497
4	0.022682	0.031275	0.970000	0.680000	176.855600	231.905596
5	0.020627	0.028456	0.800000	0.770000	220.051060	288.762335
6	0.016750	0.028993	0.819999	0.770000	265.433129	346.472207
7	0.017702	0.032774	0.900000	0.770000	311.492845	404.870352
8	0.015542	0.027883	0.750000	0.919999	357.366908	465.423856
9	0.012672	0.028877	0.810000	0.919999	402.717572	523.440396
10	0.010348	0.024842	0.710000	0.670000	447.260361	582.698737
11	0.010731	0.024623	0.710000	0.670000	492.209316	639.590542
12	0.010162	0.028204	0.750000	0.670000	536.491784	695.593752
13	0.007098	0.023384	0.730000	0.670000	580.507943	751.888725
14	0.006580	0.026536	0.630000	0.579999	626.035413	811.152762
15	0.007132	0.026072	0.660000	0.579999	670.938111	868.612224
16	0.008155	0.025020	0.669999	0.579999	716.701853	926.356355
17	0.005914	0.027104	0.819999	0.579999	761.407163	983.945240
18	0.005447	0.026042	0.650000	0.579999	806.849189	1041.903614
19	0.004904	0.025979	0.739999	0.579999	851.063203	1098.308507
20	0.004320	0.022862	0.640000	0.579999	895.306474	1155.282883
21	0.005338	0.027106	0.690000	0.579999	940.791159	1213.395093
22	0.004072	0.025523	0.730000	0.579999	986.482946	1271.308007
23	0.005326	0.024523	0.700000	0.579999	1030.246296	1327.415920
24	0.003419	0.026636	0.650000	0.579999	1075.938721	1385.842519
25	0.002959	0.024447	0.540000	0.630000	1121.598820	1446.209356
26	0.003045	0.025676	0.600000	0.630000	1165.761589	1502.312469
27	0.002861	0.024660	0.650000	0.630000	1210.740264	1559.133854
28	0.002655	0.026289	0.690000	0.630000	1254.908810	1614.383125
29	0.002726	0.025654	0.800000	0.630000	1299.623489	1672.251114
30	0.001829	0.022160	0.540000	0.630000	1345.885667	1730.379518
31	0.001892	0.023796	0.570000	0.630000	1390.352857	1787.353952
32	0.002074	0.027441	0.700000	0.630000	1434.695514	1844.472235
33	0.001988	0.027069	0.610000	0.630000	1479.656250	1902.189537
34	0.002130	0.024671	0.539999	0.590000	1524.459334	1962.038424
35	0.001563	0.026798	0.569999	0.590000	1569.640667	2019.487132
36	0.001302	0.023667	0.530000	0.539999	1614.734405	2079.382419
37	0.001402	0.022495	0.490000	0.640000	1659.867591	2138.364509
38	0.002603	0.030332	0.720000	0.640000	1704.226413	2195.042857
39	0.001237	0.028401	0.630000	0.640000	1748.543012	2251.252393
40	0.001056	0.027415	0.549999	0.640000	1794.392304	2309.736343
41	0.001429	0.024058	0.570000	0.640000	1839.003947	2366.383944
42	0.001209	0.026667	0.570000	0.640000	1883.877867	2423.869583
43	0.001746	0.029721	0.680000	0.640000	1929.192496	2481.781985
44	0.000921	0.025887	0.600000	0.640000	1973.900613	2538.587628
45	0.001044	0.026783	0.619999	0.640000	2018.226863	2595.222404
46	0.000813	0.024662	0.540000	0.640000	2062.189101	2651.483816
47	0.000968	0.027453	0.610000	0.640000	2106.896208	2708.777170
48	0.000890	0.027535	0.610000	0.640000	2151.910980	2766.091639
49	0.000785	0.025998	0.579999	0.640000	2196.875688	2822.425019
50	0.000940	0.027754	0.619999	0.640000	2242.511159	2879.989797
